"TUITIONFEE_OUT","ADM_RATE","STABBR","INSTNM","COSTT4_A","UGDS","ACTCM25","ACTCM75","SATMT25","SATMT75"
"8000","1","NY","YeshivaofMachzikaiHadas","24514","410","NULL","NULL","NULL","NULL"
"NULL","NULL","OH","AvedaInstituteColumbus","NULL","285","NULL","NULL","NULL","NULL"
"NULL","NULL","OH","PaulMitchelltheSchoolCincinnati","NULL","222","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","HandsonTherapy","NULL","83","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","MediaTechInstituteDallas","NULL","175","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","PCCenter","NULL","35","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","AvedaInstituteSanAntonio","NULL","236","NULL","NULL","NULL","NULL"
"NULL","NULL","UT","SkinScienceInstitute","NULL","94","NULL","NULL","NULL","NULL"
"19037","0.5652","VA","GlobalHealthCollege","21941","337","NULL","NULL","NULL","NULL"
"NULL","NULL","WA","PacificNorthwestUniversityofHealthSciences","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","TheChicagoSchoolofProfessionalPsychologyatIrvine","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","AL","FortisCollegeDothan","NULL","199","NULL","NULL","NULL","NULL"
"14454","NULL","FL","FortisInstitutePensacola","26664","676","NULL","NULL","NULL","NULL"
"16593","NULL","AL","FortisCollegeMontgomery","37238","289","NULL","NULL","NULL","NULL"
"6475","NULL","CA","WoodlandCommunityCollege","10876","2588","NULL","NULL","NULL","NULL"
"19056","NULL","MI","DorseyBusinessSchoolsFarmingtonHills","32201","86","NULL","NULL","NULL","NULL"
"20976","NULL","MI","DorseyBusinessSchoolsRosevilleCulinaryAcademy","31560","141","NULL","NULL","NULL","NULL"
"12544","NULL","TN","VatterottCollegeApplingFarms","23894","322","NULL","NULL","NULL","NULL"
"14040","NULL","MN","MinnesotaSchoolofBusinessMoorhead","25656","96","NULL","NULL","NULL","NULL"
"13032","NULL","ID","BrownMackieCollegeBoise","23883","270","NULL","NULL","NULL","NULL"
"12672","NULL","OK","BrownMackieCollegeTulsa","23946","479","NULL","NULL","NULL","NULL"
"13552","NULL","AL","FortisInstituteBirmingham","29402","454","NULL","NULL","NULL","NULL"
"10748","NULL","NC","MillerMotteCollegeGreenville","25422","293","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","TheChicagoSchoolofProfessionalPsychologyatLosAngeles","NULL","33","NULL","NULL","NULL","NULL"
"NULL","NULL","AL","CardiacandVascularInstituteofUltrasound","NULL","45","NULL","NULL","NULL","NULL"
"13932","NULL","FL","VirginiaCollegeJacksonville","23117","511","NULL","NULL","NULL","NULL"
"NULL","NULL","AZ","StudioAcademyofBeauty","NULL","335","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","CaliforniaNursesEducationalInstitute","NULL","235","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","RWMFiberOptics","NULL","96","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","PaulMitchelltheSchoolSacramento","NULL","418","NULL","NULL","NULL","NULL"
"27173","0.5034","CA","ProvidenceChristianCollege","39808","145","NULL","NULL","NULL","NULL"
"NULL","NULL","CT","OxfordAcademyofHairDesignInc","NULL","81","NULL","NULL","NULL","NULL"
"NULL","NULL","DC","InstituteofWorldPolitics","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","DC","PontificalJohnPaulIIInstituteforStudiesonMarriageandFamily","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","MedicalInstituteofPalmBeach","NULL","141","NULL","NULL","NULL","NULL"
"NULL","NULL","GA","LakeLanierSchoolofMassage","NULL","96","NULL","NULL","NULL","NULL"
"NULL","NULL","ID","OliverFinleyAcademyofCosmetology","NULL","171","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","NationalCareerCollege","NULL","218","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","AvedaInstituteChicago","NULL","192","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","TricociUniversityofBeautyCultureLibertyville","NULL","117","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","TricociUniversityofBeautyCultureBridgeview","NULL","162","NULL","NULL","NULL","NULL"
"NULL","NULL","MD","TheTempleAPaulMitchellPartnerSchool","NULL","209","NULL","NULL","NULL","NULL"
"NULL","NULL","NC","CenterforMassage","NULL","32","NULL","NULL","NULL","NULL"
"NULL","NULL","OK","AcademyofHairDesignOklahomaCity","NULL","41","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","EducationandTechnologyInstitute","NULL","0","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","PulseBeautyAcademyAPaulMitchellPartnerSchool","NULL","134","NULL","NULL","NULL","NULL"
"NULL","NULL","PR","LibertyTechnicalCollege","NULL","240","NULL","NULL","NULL","NULL"
"NULL","NULL","RI","ToniGuyHairdressingAcademyCranston","NULL","142","NULL","NULL","NULL","NULL"
"10000","NULL","TX","SouthTexasTrainingCenter","12790","134","NULL","NULL","NULL","NULL"
"NULL","NULL","VA","ColumbiaCollege","NULL","403","NULL","NULL","NULL","NULL"
"NULL","NULL","VT","VermontCollegeofFineArts","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","VT","AdvancedWeldingInstitute","NULL","25","NULL","NULL","NULL","NULL"
"17592","NULL","VA","TheArtInstituteofWashingtonDulles","28731","117","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","PaulMitchelltheSchoolMemphis","NULL","131","NULL","NULL","NULL","NULL"
"NULL","NULL","AZ","PimaMedicalInstituteEastValley","NULL","525","NULL","NULL","NULL","NULL"
"13932","NULL","SC","VirginiaCollegeCharleston","23831","344","NULL","NULL","NULL","NULL"
"NULL","NULL","OH","PaulMitchelltheSchoolCleveland","NULL","141","NULL","NULL","NULL","NULL"
"NULL","NULL","OH","PaulMitchelltheSchoolColumbus","NULL","185","NULL","NULL","NULL","NULL"
"NULL","NULL","GA","GeorgiaBeautyAcademy","NULL","143","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","EmpireBeautySchoolLauderhill","NULL","97","NULL","NULL","NULL","NULL"
"NULL","NULL","MN","EmpireBeautySchoolSpringLakePark","NULL","126","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","MediaTechInstituteAustin","NULL","69","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","MediaTechInstituteHouston","NULL","96","NULL","NULL","NULL","NULL"
"14044","NULL","AZ","FortisCollegePhoenix","29846","293","NULL","NULL","NULL","NULL"
"10695","NULL","NC","MillerMotteCollegeRaleigh","23006","394","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","LamsonInstitute","NULL","174","NULL","NULL","NULL","NULL"
"NULL","NULL","NE","CollegeofHairDesignEastCampus","NULL","80","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","SanfordBrownCollegeOnline","NULL","468","NULL","NULL","NULL","NULL"
"13630","NULL","MO","LeCordonBleuCollegeofCulinaryArtsStLouis","20204","142","NULL","NULL","NULL","NULL"
"NULL","NULL","KS","HeritageCollegeWichita","NULL","339","NULL","NULL","NULL","NULL"
"NULL","NULL","AR","HeritageCollegeLittleRock","NULL","453","NULL","NULL","NULL","NULL"
"18084","NULL","AZ","ArgosyUniversityPhoenixOnlineDivision","29429","6858","NULL","NULL","NULL","NULL"
"NULL","NULL","IN","MedTechCollegeGreenwoodCampus","NULL","320","NULL","NULL","NULL","NULL"
"NULL","NULL","IN","MedTechCollegeFtWayneCampus","NULL","390","NULL","NULL","NULL","NULL"
"NULL","NULL","KY","MedTechCollegeLexingtonCampus","NULL","389","NULL","NULL","NULL","NULL"
"18048","0.9333","MS","ITTTechnicalInstituteMadison","27114","169","NULL","NULL","NULL","NULL"
"18048","0.8817","MO","ITTTechnicalInstituteSpringfield","28569","111","NULL","NULL","NULL","NULL"
"18048","0.9762","WV","ITTTechnicalInstituteHuntington","28189","155","NULL","NULL","NULL","NULL"
"18048","0.7889","CA","ITTTechnicalInstituteConcord","28517","233","NULL","NULL","NULL","NULL"
"18048","0.7076","FL","ITTTechnicalInstituteFortMyers","27141","317","NULL","NULL","NULL","NULL"
"18048","0.9017","NC","ITTTechnicalInstituteCharlotteNorth","27837","379","NULL","NULL","NULL","NULL"
"13937","NULL","UT","FortisCollegeSaltLakeCity","25533","368","NULL","NULL","NULL","NULL"
"11925","NULL","FL","PolytechnicUniversityofPuertoRicoMiami","28222","52","NULL","NULL","NULL","NULL"
"10915","NULL","FL","PolytechnicUniversityofPuertoRicoOrlando","18214","98","NULL","NULL","NULL","NULL"
"NULL","NULL","IN","RossMedicalEducationCenterFortWayne","NULL","120","NULL","NULL","NULL","NULL"
"NULL","NULL","MI","RossMedicalEducationCenterPortage","NULL","174","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","TheCommonwealthMedicalCollege","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","ND","Josef'sWestAcademy","NULL","41","NULL","NULL","NULL","NULL"
"NULL","NULL","OK","NortheastTechnologyCenterClaremore","NULL","40","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","SalonSuccessAcademyFontana","NULL","62","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","SalonSuccessAcademyRedlands","NULL","86","NULL","NULL","NULL","NULL"
"12672","NULL","AZ","BrownMackieCollegePhoenix","23285","510","NULL","NULL","NULL","NULL"
"12975","NULL","WV","StrayerUniversityWestVirginia","29544","162","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","RegencyBeautyInstituteTinleyPark","NULL","70","NULL","NULL","NULL","NULL"
"NULL","NULL","SC","RegencyBeautyInstituteColumbia","NULL","24","NULL","NULL","NULL","NULL"
"NULL","NULL","IN","RegencyBeautyInstituteSouthBend","NULL","62","NULL","NULL","NULL","NULL"
"NULL","NULL","MI","RegencyBeautyInstituteDetroitLakeside","NULL","71","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","RegencyBeautyInstituteFortMyers","NULL","21","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","RegencyBeautyInstituteArlington","NULL","90","NULL","NULL","NULL","NULL"
"NULL","NULL","NC","RegencyBeautyInstituteDurham","NULL","40","NULL","NULL","NULL","NULL"
"14040","NULL","MN","MinnesotaSchoolofBusinessElkRiver","25027","134","NULL","NULL","NULL","NULL"
"12672","NULL","SC","BrownMackieCollegeGreenville","23295","572","NULL","NULL","NULL","NULL"
"14040","NULL","SD","GlobeUniversitySiouxFalls","26311","121","NULL","NULL","NULL","NULL"
"14040","NULL","WI","GlobeUniversityEauClaire","26518","105","NULL","NULL","NULL","NULL"
"NULL","NULL","LA","VanguardCollegeofCosmetologyBatonRouge","NULL","126","NULL","NULL","NULL","NULL"
"14040","NULL","MN","GlobeUniversityMinneapolis","22284","15","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","BeautySchoolsofAmericaHomestead","NULL","508","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","SouthTexasVocationalTechnicalInstituteBrownsville","NULL","202","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","SouthTexasVocationalTechnicalInstituteCorpusChristi","NULL","237","NULL","NULL","NULL","NULL"
"14350","NULL","TN","L'EcoleCulinaireMemphis","24981","402","NULL","NULL","NULL","NULL"
"13232","0.2752","MN","UniversityofMinnesotaRochester","23994","402","22","26","510","600"
"NULL","NULL","NC","HealthAndStyleInstitute","NULL","202","NULL","NULL","NULL","NULL"
"17870","NULL","FL","CollegeofBusinessandTechnologyCutlerBay","24142","112","NULL","NULL","NULL","NULL"
"11466","NULL","OH","AmericanNationalUniversityColumbus","25123","50","NULL","NULL","NULL","NULL"
"12790","0.9437","OH","HerzingUniversityToledo","25421","215","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","CapriBeautyCollege","NULL","50","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","MilanInstituteBakersfield","NULL","344","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","HomesteadSchools","NULL","132","NULL","NULL","NULL","NULL"
"NULL","1","NV","CarringtonCollegeLasVegas","NULL","370","NULL","NULL","NULL","NULL"
"NULL","0.9111","NV","CarringtonCollegeReno","NULL","327","NULL","NULL","NULL","NULL"
"18000","0.5","FL","ChamberlainCollegeofNursingFlorida","35432","969","NULL","NULL","NULL","NULL"
"NULL","0.8725","SC","RemingtonCollegeColumbiaCampus","NULL","294","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","RemingtonCollegeofNursingOrlando","NULL","111","NULL","NULL","NULL","NULL"
"NULL","NULL","AR","WashingtonBarberCollegeInc","NULL","103","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","InterCoastCollegesRanchoCordova","NULL","26","NULL","NULL","NULL","NULL"
"9150","NULL","CA","HorizonUniversity","NULL","29","NULL","NULL","NULL","NULL"
"NULL","0.7077","CA","SanDiegoCulinaryInstitute","NULL","104","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","Beyond21stCenturyBeautyAcademy","NULL","57","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","AcademyforJewishReligionCalifornia","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","AngelesCollege","NULL","183","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","AngelesInstitute","NULL","128","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","PaulMitchelltheSchoolTemecula","NULL","251","NULL","NULL","NULL","NULL"
"NULL","NULL","CT","EuropeanAcademyofCosmetologyandHairdressing","NULL","9","NULL","NULL","NULL","NULL"
"NULL","NULL","CT","InternationalInstituteofCosmetology","NULL","144","NULL","NULL","NULL","NULL"
"NULL","0.8846","FL","FloridaSchoolofTraditionalMidwifery","NULL","63","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","EmeraldCoastTechnicalCollege","NULL","70","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","ImmokaleeTechnicalCollege","NULL","197","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","AmericanAcademyofCosmetology","NULL","19","NULL","NULL","NULL","NULL"
"7410","NULL","FL","UniversityofFortLauderdale","NULL","22","NULL","NULL","NULL","NULL"
"17997","NULL","FL","AviationInstituteofMaintenanceOrlando","27042","200","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","SummitSalonAcademy","NULL","151","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","SummitSalonAcademyGainesville","NULL","24","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","TenajSalonInstitute","NULL","74","NULL","NULL","NULL","NULL"
"NULL","NULL","GA","ProfileInstituteofBarberStyling","NULL","64","NULL","NULL","NULL","NULL"
"NULL","NULL","GA","KeuneAcademyby124","NULL","81","NULL","NULL","NULL","NULL"
"10080","0.5","HI","PacificRimChristianUniversity","20907","96","NULL","NULL","NULL","NULL"
"12500","NULL","ID","DLAcademyofHairDesign","33160","18","NULL","NULL","NULL","NULL"
"NULL","NULL","ID","MasterEducatorsBeautySchool","NULL","30","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","AmbriaCollegeofNursing","NULL","425","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","MidwesternCareerCollege","NULL","315","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","PaulMitchelltheSchoolNormal","NULL","113","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","InnovationsDesignAcademy","NULL","40","NULL","NULL","NULL","NULL"
"NULL","NULL","IN","AvedaFredric'sInstituteIndianapolis","NULL","228","NULL","NULL","NULL","NULL"
"NULL","NULL","IN","SummitSalonAcademyAnderson","NULL","95","NULL","NULL","NULL","NULL"
"NULL","NULL","KS","EricFisherAcademy","NULL","171","NULL","NULL","NULL","NULL"
"NULL","NULL","LA","AWHealthcareEducators","NULL","20","NULL","NULL","NULL","NULL"
"NULL","NULL","LA","MyLe'sBeautyCollege","NULL","33","NULL","NULL","NULL","NULL"
"NULL","NULL","MA","BlackstoneValleyVocationalRegionalSchoolDistrict","NULL","48","NULL","NULL","NULL","NULL"
"NULL","NULL","MA","SouthernWorcesterCountyRegionalVocSchoolDistrict","NULL","23","NULL","NULL","NULL","NULL"
"NULL","NULL","MI","L'espritAcademy","NULL","152","NULL","NULL","NULL","NULL"
"NULL","NULL","MI","MarkettiAcademyofCosmetology","NULL","64","NULL","NULL","NULL","NULL"
"NULL","NULL","MN","CenterPointMassageandShiatsuTherapySchoolandClinic","NULL","82","NULL","NULL","NULL","NULL"
"NULL","NULL","MN","AvalonSchoolofCosmetology","NULL","31","NULL","NULL","NULL","NULL"
"NULL","NULL","MO","AmericanBusinessandTechnologyUniversity","NULL","288","NULL","NULL","NULL","NULL"
"6000","NULL","MO","CityVisionUniversity","14000","72","NULL","NULL","NULL","NULL"
"NULL","NULL","MO","TransformedBarberandCosmetologyAcademy","NULL","78","NULL","NULL","NULL","NULL"
"NULL","NULL","MT","BitterrootSchoolofCosmetology","NULL","22","NULL","NULL","NULL","NULL"
"NULL","NULL","GA","AtlantaBeautyBarberAcademy","NULL","116","NULL","NULL","NULL","NULL"
"NULL","NULL","MT","MontanaAcademyofSalons","NULL","80","NULL","NULL","NULL","NULL"
"NULL","NULL","NC","ParkWestBarberSchool","NULL","302","NULL","NULL","NULL","NULL"
"15100","NULL","NJ","NationalCareerInstitute","29368","227","NULL","NULL","NULL","NULL"
"NULL","NULL","NM","ToniGuyHairdressingAcademyAlbuquerque","NULL","154","NULL","NULL","NULL","NULL"
"NULL","NULL","NV","InternationalAcademyofStyle","NULL","91","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","EDPSchoolofComputerProgramming","NULL","138","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","NewYorkMedicalCareerTrainingCenter","NULL","358","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","InstituteofCulinaryEducation","NULL","626","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","NewLifeBusinessInstitute","NULL","49","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","TheSalonProfessionalAcademyTonawanda","NULL","132","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","OnondagaSchoolofTherapeuticMassageSyracuse","NULL","64","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","AcademyofCosmetologyandEstheticsN","NULL","91","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","FingerLakesSchoolofMassage","NULL","95","NULL","NULL","NULL","NULL"
"NULL","NULL","OH","FourCountyCareerCenter","NULL","159","NULL","NULL","NULL","NULL"
"NULL","NULL","OH","VanitySchoolofCosmetology","NULL","61","NULL","NULL","NULL","NULL"
"NULL","NULL","OH","SummitSalonAcademyPerrysburg","NULL","66","NULL","NULL","NULL","NULL"
"11250","0.8947","OR","PortlandActorsConservatory","19750","25","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","SomersetCountyTechnologyCenter","NULL","62","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","MetroBeautyAcademy","NULL","162","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","BaroneBeautyAcademy","NULL","24","NULL","NULL","NULL","NULL"
"NULL","NULL","SC","AcademyforCareersandTechnology","NULL","53","NULL","NULL","NULL","NULL"
"NULL","NULL","SC","AikenSchoolofCosmetologyandBarbering","NULL","36","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","LoveBeautySchoolInc","NULL","69","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","ProfessionalCareerTrainingInstitute","NULL","114","NULL","NULL","NULL","NULL"
"10233","NULL","TX","HoustonInternationalCollegeCardiotechUltrasoundSchool","30586","50","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","DuVall'sSchoolofCosmetology","NULL","83","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","AdvancedBeautyCollege","NULL","54","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","TexasBeautyCollege","NULL","43","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","AvenueFiveInstitute","NULL","203","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","TheSalonProfessionalAcademyLewisville","NULL","60","NULL","NULL","NULL","NULL"
"NULL","NULL","UT","RenaissanceAcademie","NULL","65","NULL","NULL","NULL","NULL"
"8100","NULL","VA","BethelCollege","21816","58","NULL","NULL","NULL","NULL"
"NULL","NULL","VA","InstituteofAdvancedMedicalEsthetics","NULL","14","NULL","NULL","NULL","NULL"
"NULL","NULL","WA","GaryManuelAvedaInstitute","NULL","376","NULL","NULL","NULL","NULL"
"14550","NULL","WA","NorthwestSchoolofWoodenBoatBuilding","24291","62","NULL","NULL","NULL","NULL"
"NULL","NULL","WA","PinchotUniversity","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","WI","TheSalonProfessionalAcademyOnalaska","NULL","74","NULL","NULL","NULL","NULL"
"NULL","NULL","AZ","RegencyBeautyInstituteNorthTucson","NULL","61","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","BrightwoodCollegeChulaVista","NULL","259","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","InterCoastCollegesRoseville","NULL","18","NULL","NULL","NULL","NULL"
"34481","0.8298","CA","WestCoastUniversityOrangeCounty","46462","1705","NULL","NULL","NULL","NULL"
"33675","0.8846","CA","WestCoastUniversityOntario","46039","1116","NULL","NULL","NULL","NULL"
"13932","NULL","GA","VirginiaCollegeAugusta","23910","769","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","MidwestTechnicalInstituteEastPeoria","NULL","387","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","PaulMitchelltheSchoolChicago","NULL","288","NULL","NULL","NULL","NULL"
"NULL","NULL","IN","BrightwoodCollegeIndianapolis","NULL","588","NULL","NULL","NULL","NULL"
"NULL","NULL","IN","RegencyBeautyInstituteEvansville","NULL","41","NULL","NULL","NULL","NULL"
"NULL","NULL","LA","RegencyBeautyInstituteShreveport","NULL","66","NULL","NULL","NULL","NULL"
"NULL","NULL","MO","RegencyBeautyInstituteSpringfield","NULL","54","NULL","NULL","NULL","NULL"
"NULL","NULL","OH","RegencyBeautyInstituteCanton","NULL","89","NULL","NULL","NULL","NULL"
"NULL","NULL","SC","RegencyBeautyInstituteSpartanburg","NULL","26","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","RegencyBeautyInstituteChattanooga","NULL","38","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","RegencyBeautyInstituteMesquite","NULL","63","NULL","NULL","NULL","NULL"
"19056","NULL","MI","DorseyBusinessSchoolsWaterfordPontiac","30996","156","NULL","NULL","NULL","NULL"
"NULL","NULL","NC","Regina'sCollegeofBeautyHighPoint","NULL","51","NULL","NULL","NULL","NULL"
"10737","NULL","NC","MillerMotteCollegeFayetteville","26184","584","NULL","NULL","NULL","NULL"
"NULL","NULL","NV","EuropeanMassageTherapySchoolLasVegas","NULL","87","NULL","NULL","NULL","NULL"
"17100","1","OH","HarrisonCollegeGroveCity","26988","266","NULL","NULL","NULL","NULL"
"9823","NULL","GA","MillerMotteTechnicalCollegeColumbus","24760","461","NULL","NULL","NULL","NULL"
"6495","0.9339","PR","NationalUniversityCollegePonce","12720","1307","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","FortisCollegeGrandPrairie","NULL","231","NULL","NULL","NULL","NULL"
"17592","NULL","VA","TheArtInstituteofVirginiaBeach","31244","527","NULL","NULL","NULL","NULL"
"16236","NULL","WI","BryantStrattonCollegeBayshore","21463","423","NULL","NULL","NULL","NULL"
"13932","NULL","SC","VirginiaCollegeColumbia","23898","449","NULL","NULL","NULL","NULL"
"19957","NULL","IN","FortisCollegeIndianapolis","26724","265","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","BrightwoodCollegeArlington","NULL","383","NULL","NULL","NULL","NULL"
"NULL","NULL","NC","BrightwoodCollegeCharlotte","NULL","306","NULL","NULL","NULL","NULL"
"14040","NULL","WI","GlobeUniversityMadisonEast","25758","165","NULL","NULL","NULL","NULL"
"14040","NULL","MN","MinnesotaSchoolofBusinessLakeville","24430","138","NULL","NULL","NULL","NULL"
"14040","NULL","WI","GlobeUniversityGreenBay","25076","130","NULL","NULL","NULL","NULL"
"14040","NULL","WI","GlobeUniversityMadisonWest","26074","138","NULL","NULL","NULL","NULL"
"14040","NULL","WI","GlobeUniversityWausau","24890","103","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","EmpireBeautySchoolEMemphis","NULL","139","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","EmpireBeautySchoolNashville","NULL","64","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","EmpireBeautySchoolJackson","NULL","51","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","EmpireBeautySchoolSpringfield","NULL","184","NULL","NULL","NULL","NULL"
"NULL","NULL","NJ","EmpireBeautySchoolParamus","NULL","122","NULL","NULL","NULL","NULL"
"NULL","NULL","IN","EmpireBeautySchoolSpeedway","NULL","160","NULL","NULL","NULL","NULL"
"NULL","NULL","GA","EmpireBeautySchoolMorrow","NULL","250","NULL","NULL","NULL","NULL"
"12975","NULL","AR","StrayerUniversityArkansas","29544","151","NULL","NULL","NULL","NULL"
"12975","NULL","GA","StrayerUniversityGeorgia","29544","4501","NULL","NULL","NULL","NULL"
"12975","NULL","MS","StrayerUniversityMississippi","NULL","178","NULL","NULL","NULL","NULL"
"12975","NULL","SC","StrayerUniversitySouthCarolina","29544","1438","NULL","NULL","NULL","NULL"
"12975","NULL","TX","StrayerUniversityTexas","29544","1364","NULL","NULL","NULL","NULL"
"17664","NULL","TX","TheArtInstituteofSanAntonio","30465","1062","NULL","NULL","NULL","NULL"
"14040","NULL","WI","GlobeUniversityLaCrosse","24517","138","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TheHairDesignSchoolSMemphis","NULL","124","NULL","NULL","NULL","NULL"
"NULL","NULL","NC","TheHairDesignSchoolCharlotte","NULL","82","NULL","NULL","NULL","NULL"
"NULL","NULL","NC","TheHairDesignSchoolEGreensboro","NULL","80","NULL","NULL","NULL","NULL"
"NULL","NULL","NC","TheHairDesignSchoolWinstonSalem","NULL","82","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","EmpireBeautySchoolWestPalm","NULL","77","NULL","NULL","NULL","NULL"
"NULL","NULL","NC","EmpireBeautySchoolPineville","NULL","104","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TheHairDesignSchoolNMemphis","NULL","68","NULL","NULL","NULL","NULL"
"NULL","NULL","VA","VirginiaTechCarilionSchoolofMedicine","NULL","NULL","NULL","NULL","NULL","NULL"
"13500","NULL","UT","BroadviewEntertainmentArtsUniversity","23372","115","NULL","NULL","NULL","NULL"
"16267","NULL","VA","BryantStrattonCollegeHampton","22940","488","NULL","NULL","NULL","NULL"
"NULL","NULL","AZ","PaulMitchelltheSchoolPhoenix","NULL","146","NULL","NULL","NULL","NULL"
"NULL","NULL","AZ","AllBeautyCollege","NULL","13","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","NorthernCaliforniaInstituteofCosmetologyInc","NULL","28","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","GoldenStateCollegeofCourtReporting","NULL","47","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","TrinitySchoolofHealthandAlliedSciences","NULL","101","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","PaulMitchelltheSchoolModesto","NULL","103","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","CosmoBeautyAcademy","NULL","93","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","PaulMitchelltheSchoolFresno","NULL","280","NULL","NULL","NULL","NULL"
"24265","NULL","CA","UnitekCollege","30941","821","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","GurnickAcademyofMedicalArts","NULL","957","NULL","NULL","NULL","NULL"
